_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
825425,4154129,2017.0,2017,1970.0,PRIVATE,14,Toronto-Danforth,80 COSBURN AVE,15,84,2017-11-03,74,Evaluation needs to be conducted in 2 years,19,4.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,S1421,43.689297081999996,-79.35092508449999,316802.284,4838604.27
825426,4155766,2017.0,2017,2005.0,SOCIAL HOUSING,10,Spadina-Fort York,552 ADELAIDE ST W,5,84,2017-11-03,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,S1029,43.645573462,-79.402433707,312653.459,4833740.458000001
825427,4155485,2017.0,2017,1957.0,PRIVATE,3,Etobicoke-Lakeshore,12 ALBERT AVE,3,12,2017-11-03,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,3.0,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,4.0,,W0336,43.6158886447,-79.4889237637,305678.326,4830438.387
825428,4255628,2017.0,2017,2007.0,PRIVATE,11,University-Rosedale,50 SPADINA RD,8,55,2017-11-03,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,,4.0,3.0,3.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,,2.0,3.0,5.0,S1126,43.669438916000004,-79.405207226,312424.26300000004,4836380.481000001
825429,4155009,2017.0,2017,1950.0,PRIVATE,9,Davenport,22 ROBINA AVE,3,20,2017-11-03,59,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,2.0,,2.0,3.0,,S0925,43.6807571729,-79.4354334131,309990.19399999996,4837646.768
825430,4154570,2017.0,2017,1958.0,PRIVATE,6,York Centre,411 WILSON AVE,3,10,2017-11-03,60,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,,N0633,43.7360797537,-79.4390470159,309694.484,4843792.649
825431,4154273,2017.0,2017,1965.0,PRIVATE,7,Humber River-Black Creek,100 YORK GATE BLVD,11,133,2017-11-03,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,,W0724,43.7621440095,-79.51993719560001,303179.30100000004,4846686.674
825432,4154742,2017.0,2017,1972.0,PRIVATE,15,Don Valley West,745 YORK MILLS RD,18,138,2017-11-03,78,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,N1524,43.752346265,-79.361904373,315905.269,4845608.147
825433,4154743,2017.0,2017,1970.0,PRIVATE,15,Don Valley West,755 YORK MILLS RD,18,138,2017-11-03,78,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N1524,43.752378601000004,-79.360756664,315997.687,4845611.893
825434,4153367,2017.0,2017,1957.0,PRIVATE,12,Toronto-St. Paul's,159 RUSSELL HILL RD,4,18,2017-11-03,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,S1237,43.681900098,-79.405861723,312374.18100000004,4837776.963
825435,4153369,2017.0,2017,1959.0,PRIVATE,12,Toronto-St. Paul's,221 RUSSELL HILL RD,4,18,2017-11-03,57,Evaluation needs to be conducted in 1 year,18,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,,3.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,,S1237,43.682871103000004,-79.406514542,312321.425,4837884.787
825436,4155226,2017.0,2017,1947.0,PRIVATE,3,Etobicoke-Lakeshore,285 PARK LAWN RD,4,29,2017-11-03,56,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,,,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,,W0329,43.63456194649999,-79.4922664925,305408.295,4832512.859
825437,4255529,2017.0,2017,1910.0,PRIVATE,9,Davenport,97 NORTHCLIFFE BLVD,3,10,2017-11-03,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,2.0,,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0928,43.6782401171,-79.4406119217,309572.876,4837366.827
825438,4154551,2017.0,2017,1950.0,PRIVATE,8,Eglinton-Lawrence,21 NEPTUNE DR,3,10,2017-11-03,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.7310658741,-79.4337847571,310118.82,4843235.978999999
825439,4154550,2017.0,2017,1950.0,PRIVATE,8,Eglinton-Lawrence,23 NEPTUNE DR,3,10,2017-11-03,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.7309371038,-79.43391219909999,310108.565,4843221.665
825440,4155418,2017.0,2017,1965.0,PRIVATE,1,Etobicoke North,41 BLACKFRIAR AVE,6,32,2017-11-03,71,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,4.0,3.0,4.0,,4.0,3.0,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,,W0133,43.694748314499996,-79.5594207061,299994.67100000003,4839200.9860000005
825441,4153362,2017.0,2017,1931.0,PRIVATE,12,Toronto-St. Paul's,394 AVENUE RD,6,41,2017-11-03,65,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1237,43.681931003100004,-79.3998962312,312855.399,4837779.994
825442,4153361,2017.0,2017,1931.0,PRIVATE,12,Toronto-St. Paul's,396 AVENUE RD,6,51,2017-11-03,62,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1237,43.682100491099995,-79.4000016066,312846.882,4837798.815
825443,4153360,2017.0,2017,1937.0,PRIVATE,12,Toronto-St. Paul's,398 AVENUE RD,6,39,2017-11-03,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1237,43.6822543813,-79.40009921810001,312838.993,4837815.904
825444,4154416,2017.0,2017,1955.0,PRIVATE,6,York Centre,2816 KEELE ST,3,12,2017-11-03,69,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,4.0,4.0,,4.0,3.0,,N0627,43.729460131,-79.483123472,306144.125,4843055.59
825445,4154415,2017.0,2017,1972.0,PRIVATE,6,York Centre,2818 KEELE ST,3,11,2017-11-03,71,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,4.0,4.0,,4.0,4.0,,N0627,43.7296930914,-79.4831794143,306139.614,4843081.47
825446,4154514,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,50 NEPTUNE DR,3,12,2017-11-03,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,2.0,,3.0,,3.0,,,3.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,N0823,43.731762015,-79.434811008,310035.821,4843314.199
825447,4154515,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,52 NEPTUNE DR,3,12,2017-11-03,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,N0823,43.732014889,-79.434846428,310032.945,4843342.289
825448,4152980,2017.0,2017,1959.0,PRIVATE,4,Parkdale-High Park,87 JAMESON AVE,9,91,2017-11-03,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,,S0437,43.6348167577,-79.4347671675,310047.976,4832543.088
825449,4155268,2017.0,2017,1957.0,PRIVATE,3,Etobicoke-Lakeshore,8 HILL HEIGHTS RD,4,27,2017-11-02,58,Evaluation needs to be conducted in 1 year,16,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0327,43.6391002088,-79.4927582679,305368.622,4833017.033
825450,4155691,2017.0,2017,1966.0,PRIVATE,3,Etobicoke-Lakeshore,39 OLD MILL RD,24,148,2017-11-02,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,W0322,43.6501910215,-79.4940291116,305266.017,4834249.154
825451,4154282,2017.0,2017,1961.0,PRIVATE,5,York South-Weston,21 GULLIVER RD,7,51,2017-11-02,71,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0529,43.6986462208,-79.4772084771,306621.55,4839632.432
825452,4152908,2017.0,2017,1967.0,PRIVATE,4,Parkdale-High Park,2 KENNEDY AVE,4,25,2017-11-02,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,2.0,4.0,2.0,,4.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,S0430,43.646232595,-79.473567835,306916.528,4833810.638
825453,4152742,2017.0,2017,1967.0,PRIVATE,24,Scarborough-Guildwood,1050 MARKHAM RD,19,295,2017-11-02,75,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,E2425,43.774364871,-79.231567533,326393.484,4848079.933
825454,4152885,2017.0,2017,1982.0,SOCIAL HOUSING,23,Scarborough North,221 MILNER AVE,10,150,2017-11-02,83,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,E2332,43.78834752270001,-79.2401308981,325699.537,4849630.18
825455,4153416,2017.0,2017,1960.0,SOCIAL HOUSING,11,University-Rosedale,25 LEONARD AVE,6,77,2017-11-02,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,S1143,43.6538260344,-79.4041248696,312518.031,4834657.24
825456,4152901,2017.0,2017,1957.0,PRIVATE,4,Parkdale-High Park,9 MORNINGSIDE AVE,4,36,2017-11-02,65,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,,4.0,3.0,5.0,4.0,4.0,3.0,,4.0,2.0,,S0430,43.645605233000005,-79.473469677,306924.468,4833740.943
825457,4156174,2017.0,2017,1960.0,PRIVATE,24,Scarborough-Guildwood,1 MEADOWGLEN PL,6,50,2017-11-02,59,Evaluation needs to be conducted in 1 year,18,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,,2.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,E2426,43.774633618,-79.229401141,326588.23600000003,4848090.835
825458,4244923,2017.0,2017,1963.0,PRIVATE,1,Etobicoke North,60 ESTHER LORRIE DR,7,97,2017-11-02,65,Evaluation needs to be conducted in 1 year,17,4.0,5.0,4.0,3.0,4.0,2.0,,2.0,3.0,,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,,W0129,,,298460.499,4843307.933
825459,4154374,2017.0,2017,1958.0,PRIVATE,6,York Centre,3 HARTHAM PL,3,11,2017-11-02,69,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,,4.0,3.0,2.0,5.0,3.0,3.0,4.0,,4.0,3.0,,N0632,43.7300526745,-79.4595177072,308045.841,4843122.061000001
825460,4154372,2017.0,2017,1958.0,PRIVATE,6,York Centre,6 HARTHAM PL,3,26,2017-11-02,74,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,2.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0632,43.729465669,-79.4599073969,308014.479,4843056.8319999995
825461,4154283,2017.0,2017,1961.0,PRIVATE,5,York South-Weston,25 GULLIVER RD,7,52,2017-11-02,77,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0529,43.69855491,-79.4776237229,306588.082,4839622.28
825462,4154088,2017.0,2017,1965.0,PRIVATE,14,Toronto-Danforth,145 COSBURN AVE,14,82,2017-11-02,77,Evaluation needs to be conducted in 2 years,18,5.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1422,43.689573373500004,-79.3465420209,317155.553,4838635.589
825463,4154413,2017.0,2017,1954.0,PRIVATE,6,York Centre,1 WANDLE AVE,3,12,2017-11-02,71,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,2.0,5.0,3.0,3.0,4.0,,4.0,4.0,,N0627,43.7308109846,-79.483724006,306095.721,4843205.654
825464,4155473,2017.0,2017,1959.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,110 STANLEY AVE,3,16,2017-11-02,60,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,,W0336,43.615136766499994,-79.49497407060001,305189.979,4830354.824
825465,4244530,2017.0,2017,1962.0,PRIVATE,16,Don Valley East,35 ST DENNIS DR,10,331,2017-11-02,53,Evaluation needs to be conducted in 1 year,17,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,,3.0,4.0,2.0,2.0,2.0,2.0,,2.0,2.0,,N1630,43.718686691,-79.329087808,318555.705,4841873.706
825466,4152598,2017.0,2017,1968.0,PRIVATE,20,Scarborough Southwest,10 TEESDALE PL,24,285,2017-11-02,54,Evaluation needs to be conducted in 1 year,19,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,E2028,43.6965267454,-79.2862044067,322017.663,4839418.771000001
825467,4152597,2017.0,2017,1970.0,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,2017-11-02,62,Evaluation needs to be conducted in 1 year,20,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,E2028,43.6959726218,-79.2874840709,321914.674,4839356.947
825468,4154585,2017.0,2017,1951.0,PRIVATE,6,York Centre,15 ROSSEAU RD,3,11,2017-11-02,56,Evaluation needs to be conducted in 1 year,15,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,2.0,3.0,3.0,3.0,,3.0,3.0,,N0629,43.742555906599996,-79.436710293,309882.18100000004,4844512.23
825469,4153609,2017.0,2017,1910.0,PRIVATE,14,Toronto-Danforth,648 BROADVIEW AVE,3,11,2017-11-02,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,2.0,3.0,2.0,,4.0,,,3.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,,S1428,43.6734656352,-79.3567572276,316335.147,4836844.637
825470,4153607,2017.0,2017,1968.0,PRIVATE,14,Toronto-Danforth,655 BROADVIEW AVE,24,291,2017-11-02,64,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,S1428,43.673945589,-79.3561095196,316387.282,4836898.046
825471,4152900,2017.0,2017,1955.0,PRIVATE,4,Parkdale-High Park,101 COE HILL DR,3,47,2017-11-02,66,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,2.0,4.0,2.0,,3.0,3.0,,3.0,3.0,5.0,4.0,4.0,4.0,,3.0,4.0,,S0430,43.6418182703,-79.4734954381,306922.776,4833319.267
825472,4155264,2017.0,2017,1962.0,PRIVATE,3,Etobicoke-Lakeshore,8 CROWN HILL PL,4,35,2017-11-02,69,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,,W0327,43.63895874,-79.491216297,305492.78,4833002.28
825473,4153366,2017.0,2017,1926.0,PRIVATE,12,Toronto-St. Paul's,400 AVENUE RD,4,41,2017-11-02,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1237,43.682697543900005,-79.4006048601,312798.17100000003,4837865.095
825474,4152907,2017.0,2017,1967.0,PRIVATE,4,Parkdale-High Park,1 RUNNYMEDE RD,4,28,2017-11-02,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,2.0,4.0,2.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S0430,43.646159833,-79.473952107,306885.53,4833802.545
825475,4152912,2017.0,2017,1927.0,PRIVATE,4,Parkdale-High Park,117 RUNNYMEDE RD,4,42,2017-11-02,60,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,2.0,3.0,3.0,,3.0,,,2.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S0430,43.6507245776,-79.4756999777,306744.649,4834308.671
825476,4155706,2017.0,2017,1969.0,PRIVATE,1,Etobicoke North,21 RICHGROVE DR,11,129,2017-11-02,66,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,W0137,,,299512.011,4837158.651000001
825477,4156153,2017.0,2017,1969.0,PRIVATE,1,Etobicoke North,7 RICHGROVE DR,11,129,2017-11-02,66,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,W0137,,,299527.406,4837162.739
825478,4153379,2017.0,2017,2003.0,PRIVATE,10,Spadina-Fort York,525 RICHMOND ST W,10,103,2017-11-02,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,,4.0,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,S1029,43.6469614175,-79.4003305957,312825.032,4833894.922
825479,4154343,2017.0,2017,1959.0,PRIVATE,5,York South-Weston,2 PIMLICO RD,3,12,2017-11-02,60,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0526,43.707815885600006,-79.4828804419,306164.17600000004,4840651.058999999
825480,4154939,2017.0,2017,1965.0,PRIVATE,12,Toronto-St. Paul's,105 RAGLAN AVE,6,34,2017-11-02,67,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,S1229,43.6862572017,-79.42050910350001,311192.988,4838258.855
825481,4154981,2017.0,2017,1963.0,PRIVATE,12,Toronto-St. Paul's,120 RAGLAN AVE,9,175,2017-11-02,65,Evaluation needs to be conducted in 1 year,19,4.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,,S1229,43.6866664958,-79.4213590285,311124.424,4838304.266
825482,4155449,2017.0,2017,1974.0,PRIVATE,1,Etobicoke North,18 PANORAMA CRT,17,204,2017-11-02,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,,4.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,,W0124,43.7471776431,-79.5819972103,298180.653,4845027.131
825483,4154992,2017.0,2017,1960.0,PRIVATE,12,Toronto-St. Paul's,1596-1598 BATHURST ST,5,62,2017-11-02,69,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,,3.0,3.0,,S1229,43.688002772,-79.420528429,311180.353,4838471.794
825484,4154991,2017.0,2017,1939.0,PRIVATE,12,Toronto-St. Paul's,1600 BATHURST ST,4,34,2017-11-02,70,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,4.0,1.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,1.0,,S1229,43.6883914125,-79.4208539018,311164.975,4838495.947
825485,4153234,2017.0,2017,1966.0,PRIVATE,11,University-Rosedale,88 BERNARD AVE,11,82,2017-11-02,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,3.0,,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,,S1127,43.673275002299995,-79.4019456234,312691.256,4836818.126
825486,4154690,2017.0,2017,1950.0,PRIVATE,6,York Centre,4109 BATHURST ST,3,10,2017-11-02,56,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,2.0,5.0,2.0,3.0,3.0,,2.0,2.0,,N0630,43.746407389,-79.43586259199999,309949.881,4844941.132
825487,4154691,2017.0,2017,1955.0,PRIVATE,6,York Centre,4111 BATHURST ST,3,11,2017-11-02,59,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,N0630,43.746615983000005,-79.43591063699999,309945.994,4844964.303
825488,4154663,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,3575 BATHURST ST,7,61,2017-11-02,59,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,,N0824,43.731811765500005,-79.4323417364,310235.001,4843318.937
825489,4154664,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,3635 BATHURST ST,4,19,2017-11-02,51,Evaluation needs to be conducted in 1 year,17,3.0,2.0,2.0,3.0,3.0,3.0,,2.0,1.0,,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,,N0824,43.733389944399995,-79.43271479319999,310204.804,4843494.231000001
825490,4152831,2017.0,2017,1967.0,PRIVATE,24,Scarborough-Guildwood,15 ORTON PARK RD,14,147,2017-11-02,52,Evaluation needs to be conducted in 1 year,19,3.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,E2427,43.765211236400006,-79.2054482242,328499.94800000003,4847069.129
825491,4155254,2017.0,2017,1956.0,PRIVATE,3,Etobicoke-Lakeshore,2 BASKING RIDGE,4,24,2017-11-02,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,2.0,,4.0,,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,W0327,43.637708415,-79.49353779100001,305305.424,4832863.358
825492,4155350,2017.0,2017,1970.0,PRIVATE,2,Etobicoke Centre,530 SCARLETT RD,12,106,2017-11-02,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,3.0,,5.0,3.0,,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,W0224,43.687297049099996,-79.5138247015,303669.893,4838371.568
825493,4154424,2017.0,2017,1955.0,PRIVATE,6,York Centre,2854 KEELE ST,3,11,2017-11-02,70,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,4.0,2.0,,4.0,,3.0,4.0,2.0,5.0,3.0,4.0,3.0,,3.0,4.0,,N0627,43.7316216812,-79.48367675109999,306099.51300000004,4843295.718
825494,4154078,2017.0,2017,1974.0,PRIVATE,19,Beaches-East York,75 EASTDALE AVE,15,235,2017-11-02,72,Evaluation needs to be conducted in 2 years,20,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,S1930,43.6951670415,-79.30034635199999,320878.089,4839264.916
825495,4154076,2017.0,2017,1969.0,PRIVATE,19,Beaches-East York,90 EASTDALE AVE,24,383,2017-11-02,70,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,,S1930,43.6946110438,-79.3012502948,320805.368,4839202.978
825496,4155002,2017.0,2017,1954.0,PRIVATE,12,Toronto-St. Paul's,1998 BATHURST ST,3,19,2017-11-02,53,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,2.0,3.0,1.0,,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,,S1224,43.699416778,-79.4253015871,310805.37100000004,4839720.498
